ARTINUMMER;ORIG;BEZEICH;BEZEICH2;GROSSE;FARBE;PREISFAKT;EK;VK;VK2;VK3;VK4;VK5;VK6;VK7;VK8;VK9;VK10;LVKDAT;UVBVK;DEK;EKMENGE;LEK;LEKDAT;INVDATUM;INVBEW;LPAND;ETIKETT;WG;LR;MATCH;EAN;KEYNUM;FKEYNUM;FMENGE;LAGER;MIN;MINWIN;MAX;SPERRMAX;NACHMENGE;NACHWIN;REKLAMA;BESTMENGE;RABATTGR;TEILEART;MWSTSCH;GEWICHT;RESERV;RABATT;ANMERK1;ANMERK2;BESTELLT;ANLAGEDAT;VPGR;PRAMIE;KALKBASIS;KALKUL;SPERRE;RABPREIS;BESTANDJN;LIEFERBAR;AUTOBEST;AUSLAUF;ARCHIV;INTERNET;INETDBT;IRABATT;WEITERE;KOMMISSION;PAKETTEIL;GERAETJN;KDZWANGJN;HATBILDER;RABATTJN;TIMESTAMP;BILDNUM;EINHMENGE;EINHTYP;ZOLLTARIF;ORIGIN;SHOPWGR;IBEZEICH;IFARBE;MARKE;IPLATZ;EBAYKAT;EBAYKAT2;INETDBT2;EBAYSKAT;EBAYSKAT2;EBAYADBT;EBAYZUST;EBAYTNO;VATYP;ASIN;RETURNFLAG;PMP;HAZARD;BLOCK;TBLOCK;VKZ;V01;V02;V03;V04;V05;V06;V07;V08;V09;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;VORJAHR;
10W-27430-00-00;;HINTERE FUSSRASTE KOMPL. 1;;;;0;12.71;25.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;  .  .  ;21.00;7.17;0;0.00;  .  .  ;21.12.15;13.81;19.01.19;3;500;1;10W-27430-00-000;;1551;0;0;2044;0;0;0;0;0;0;0;1;AA;SN;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;N;J;N;;N;32250;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
10X-11351-01-00;;DICHTUNG, ZYLINDER;;;;0;5.94;11.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.11.16;9.82;4.59;1;4.59;07.11.16;  .  .  ;0.00;19.01.19;3;500;1;10X-11351-01-000;;12123;0;0;;0;0;0;0;1;0;0;0;AA;SN;1;0.00;0.00;0;;;0;31.10.16;1;0.00;V;0.00;N;;J;J;J;;N;N;74849;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2016111115:52:06;0;0.00;;;;0;;;;0;;;74850;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
10X-11631-00-96;;KOLBEN (STD) 0.96;;;;0;64.50;122.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;  .  .  ;106.60;24.58;0;0.00;  .  .  ;21.12.15;38.81;19.01.19;3;500;1;10X-11631-00-960;;1057;0;0;1144;0;0;0;0;0;0;0;1;AA;SN;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;N;J;N;;N;32251;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
10X-13616-00-00;;ANSCHLAG, ZUNGENVENTIL;;;;0;4.13;8.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;  .  .  ;7.02;0.00;0;0.00;  .  .  ;21.12.15;3.93;19.01.19;3;500;1;10X-13616-00-000;;2729;0;0;2552;0;0;0;0;0;0;0;1;C;CP;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;N;J;N;;N;32252;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
10X-26335-00-00;;KUPPLUNGSSEIL;;;;0;23.05;49.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;  .  .  ;41.55;11.58;0;0.00;  .  .  ;21.12.15;20.91;19.01.19;3;500;1;10X-26335-00-000;;1519;0;0;94;0;0;0;0;0;0;0;1;Q;NC;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;N;J;N;;N;32254;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
110-81346-21-00;;ZYLINDERKOPFSCHRAUBE;;;;0;1.40;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;  .  .  ;2.38;0.00;0;0.00;  .  .  ;  .  .  ;0.00;19.01.19;3;500;1;110-81346-21-000;;13471;0;0;;0;0;0;0;1;0;0;0;C;CP;1;0.00;0.00;0;;;0;27.08.18;1;0.00;V;0.00;N;;J;J;J;;;N;85491;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2018082713:26:42;0;0.00;;;;0;;;;0;;;85492;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
116-27114-00-00;;ANSCHLAG, HAUPTSTAENDER;;;;0;2.50;5.35;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;17.04.15;4.25;2.89;0;0.00;28.05.11;23.12.14;2.89;19.01.19;3;500;1;116-27114-00-000;;2388;0;0;2512;0;0;0;0;0;0;0;1;C;CP;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;J;J;N;N;N;32256;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
11C-83310-00-00;;VORDERER BLINKER KOMPL. 1;;;;0;49.75;103.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;30.07.13;89.70;46.81;1;46.81;03.08.13;21.12.15;46.81;19.01.19;3;500;1;11C-83310-00-000;;8384;0;0;834;0;0;0;0;0;0;0;0;Q;NC;1;0.00;0.00;0;Automatisch aufgenommen;;0;24.07.13;;0.00;V;0.00;N;;J;J;J;;N;N;50596;0.00;JJ0NNNJNN 0;N;N;N;N;N;J;2013080308:57:02;0;0.00;;;;0;;;;0;;;50597;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
11C-83320-00-00;;VORDERER BLINKER KOMPL. 2;;;;0;49.75;103.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;30.07.13;89.70;46.12;1;46.12;18.07.13;  .  .  ;0.00;19.01.19;3;500;1;11C-83320-00-000;;8335;0;0;;0;0;0;0;0;0;0;0;Q;NC;1;0.00;0.00;0;Automatisch aufgenommen;;0;12.07.13;;0.00;V;0.00;N;;J;J;J;;N;N;50308;0.00;JJ0NNNJNN 0;N;N;N;N;N;J;2013071807:48:09;0;0.00;;;;0;;;;0;;;50309;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
11C-84320-00-00;;SCHUTZGLAS KOMPL.;;;;0;207.68;395.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;30.07.13;343.24;249.22;1;249.22;18.07.13;  .  .  ;0.00;19.01.19;3;500;1;11C-84320-00-000;;8340;0;0;;0;0;0;0;0;0;0;0;AA;SN;1;0.00;0.00;0;Automatisch aufgenommen;;0;12.07.13;;0.00;V;0.00;N;;J;J;J;;N;N;50318;0.00;JJ0NNNJNN 0;N;N;N;N;N;J;2013071807:48:10;0;0.00;;;;0;;;;0;;;50319;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
11D-23340-10-00;;UNTERE KONSOLE KOMPL.;;;;0;208.90;397.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;24.11.18;345.27;205.81;1;205.81;22.11.18;  .  .  ;0.00;19.01.19;3;500;1;11D-23340-10-000;;13590;0;0;;0;0;0;0;1;0;0;0;AA;SN;1;0.00;0.00;0;;;0;16.11.18;1;0.00;V;0.00;N;;J;J;J;;N;N;86651;0.00;JJ0NNNJNN 0N;N;;N;N;N;J;2018111615:13:37;0;0.00;;;;0;;;;0;;;86652;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
11D-E4451-00-00;;ELEMENT, LUFTFILTER;;;;0;8.77;20.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;  .  .  ;17.40;6.44;0;0.00;25.09.09;21.12.15;6.74;19.01.19;3;500;1;11D-E4451-00-000;;4458;0;0;41;0;0;0;0;0;0;0;1;A;K2;1;0.00;0.00;0;;;0;23.09.09;;0.00;V;0.00;N;;J;J;J;N;;N;32258;0.00;JJ0NNNJNN 0;N;N;N;N;N;J;2012112817:10:37;0;0.00;;;;0;;;;0;;;45991;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
11D-F137W-10-00;;LUFTSTUTZEN 1;;;;0;41.83;81.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;24.11.18;71.11;41.22;1;41.22;22.11.18;  .  .  ;0.00;19.01.19;3;500;1;11D-F137W-10-000;;13589;0;0;;0;0;0;0;1;0;0;0;C;CP;1;0.00;0.00;0;;;0;16.11.18;1;0.00;V;0.00;N;;J;J;J;;N;N;86649;0.00;JJ0NNNJNN 0N;N;;N;N;N;J;2018111615:12:48;0;0.00;;;;0;;;;0;;;86650;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
11D-F137X-00-00;;LUFTSTUTZEN 2;;;;0;41.83;81.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;07.12.17;71.11;40.39;1;40.39;06.12.17;  .  .  ;0.00;19.01.19;3;500;1;11D-F137X-00-000;;12953;0;0;;0;0;0;0;1;0;0;0;C;CP;1;0.00;0.00;0;;;0;01.12.17;1;0.00;V;0.00;N;;J;J;J;;N;N;81042;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2017120115:12:48;0;0.00;;;;0;;;;0;;;81043;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
11D-F137X-10-00;;LUFTSTUTZEN 2;;;;0;41.83;81.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.04.17;71.11;40.39;1;40.39;07.04.17;  .  .  ;0.00;19.01.19;3;500;1;11D-F137X-10-000;;12306;0;0;;0;0;0;0;1;0;0;0;C;CP;1;0.00;0.00;0;;;0;03.04.17;1;0.00;V;0.00;N;;J;J;J;;N;N;76366;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2017040311:31:02;0;0.00;;;;0;;;;0;;;76367;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
11D-F1511-00-P6;11D-F1511-00-P6;KOTFLUGEL, VORNE;;;;0;78.17;148.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20.04.16;129.20;72.52;1;72.52;13.04.16;  .  .  ;0.00;19.01.19;3;500;1;11D-F1511-00-P60;;11492;0;0;;0;0;0;0;1;0;0;0;AA;SN;1;0.00;0.00;0;;;0;12.04.16;1;0.00;V;0.00;N;;J;J;J;;N;N;70506;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2016041308:43:22;0;0.00;;;;0;;;;0;;;70507;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
11D-F1670-01-00;;VERSTARKUNG KOMPL.;;;;0;26.05;53.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;24.11.18;44.29;25.67;1;25.67;22.11.18;  .  .  ;0.00;19.01.19;3;500;1;11D-F1670-01-000;;13594;0;0;;0;0;0;0;1;0;0;0;C;CP;1;0.00;0.00;0;;;0;16.11.18;1;0.00;V;0.00;N;;J;J;J;;N;N;86659;0.00;JJ0NNNJNN 0N;N;;N;N;N;J;2018111615:15:10;0;0.00;;;;0;;;;0;;;86660;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
11D-F1685-00-00;;KONSOLE, ZULASSUNG;;;;0;21.81;44.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;24.11.18;37.08;21.49;1;21.49;22.11.18;  .  .  ;0.00;19.01.19;3;500;1;11D-F1685-00-000;;13593;0;0;;0;0;0;0;1;0;0;0;C;CP;1;0.00;0.00;0;;;0;16.11.18;1;0.00;V;0.00;N;;J;J;J;;N;N;86657;0.00;JJ0NNNJNN 0N;N;;N;N;N;J;2018111615:14:59;0;0.00;;;;0;;;;0;;;86658;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
11D-F1761-00-00;;STANDANZEIGE;;;;0;7.85;16.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;  .  .  ;13.35;0.00;0;0.00;  .  .  ;21.12.15;6.13;19.01.19;3;500;1;11D-F1761-00-000;;4452;0;0;2081;0;0;0;0;0;0;0;1;C;CP;1;0.00;0.00;0;;;0;25.08.09;;0.00;V;0.00;N;;J;J;J;N;;N;32259;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
11D-F1871-01-00;;AUFFANGTANK;;;;0;25.83;52.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;19.05.18;43.91;25.07;1;25.07;17.05.18;  .  .  ;0.00;19.01.19;3;500;1;11D-F1871-01-000;;13174;0;0;;0;0;0;0;1;0;0;0;C;CP;1;0.00;0.00;0;;;0;11.05.18;1;0.00;V;0.00;N;;J;J;J;;N;N;82989;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2018051115:08:09;0;0.00;;;;0;;;;0;;;82990;;;;;0;0;;;;;;;;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
11D-F2123-00-00;;BUCHSE 1;;;;0;15.62;31.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;26.07.13;26.55;13.87;4;13.87;01.08.13;  .  .  ;0.00;19.01.19;3;500;1;11D-F2123-00-000;;8365;0;0;;0;0;0;0;0;0;0;0;C;CP;1;0.00;0.00;0;Automatisch aufgenommen;;0;20.07.13;;0.00;V;0.00;N;;J;J;J;;N;N;50486;0.00;JJ0NNNJNN 0;N;N;N;N;N;J;2013080107:25:10;0;0.00;;;;0;;;;0;;;50487;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
11D-F5811-00-00;;BREMSBELAGPLATTE, SATTEL 2;;;;0;25.02;59.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;  .  .  ;49.62;44.28;0;0.00;25.09.09;21.12.15;26.57;19.01.19;3;500;1;11D-F5811-00-000;;4459;0;0;321;0;0;0;0;0;0;0;1;A;K5;1;0.00;0.00;0;;;0;23.09.09;;0.00;V;0.00;N;;J;J;J;N;;N;32260;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
11D-F6111-00-00;;LENKER;;;;0;55.14;104.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;24.11.18;91.14;54.33;2;54.33;22.11.18;  .  .  ;0.00;19.01.19;3;500;1;11D-F6111-00-000;;12302;0;0;;0;0;0;0;1;0;0;0;AA;SN;1;0.00;0.00;0;;;0;03.04.17;1;0.00;V;0.00;N;;J;J;J;;N;N;76358;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2017040311:30:18;0;0.00;;;;0;;;;0;;;76359;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
11D-F6246-00-00;;GRIFFENDE;;;;0;22.34;44.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.04.17;36.93;22.00;0;0.00;  .  .  ;21.12.15;15.40;19.01.19;3;500;1;11D-F6246-00-000;;4455;0;0;1063;0;0;0;0;0;0;0;1;AA;SN;1;0.00;0.00;0;;;0;07.09.09;;0.00;V;0.00;N;;J;J;J;N;N;N;32261;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
11D-F7211-00-00;;BREMSPEDAL;;;;0;38.64;73.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.04.17;63.87;37.37;1;37.37;07.04.17;  .  .  ;0.00;19.01.19;3;500;1;11D-F7211-00-000;;12303;0;0;;0;0;0;0;1;0;0;0;AA;SN;1;0.00;0.00;0;;;0;03.04.17;1;0.00;V;0.00;N;;J;J;J;;N;N;76360;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2017040311:30:28;0;0.00;;;;0;;;;0;;;76361;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
11D-F742L-01-00;;KONSOLE 5;;;;0;70.71;138.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.04.17;120.20;68.31;1;68.31;07.04.17;  .  .  ;0.00;19.01.19;3;500;1;11D-F742L-01-000;;12304;0;0;;0;0;0;0;1;0;0;0;C;CP;1;0.00;0.00;0;;;0;03.04.17;1;0.00;V;0.00;N;;J;J;J;;N;N;76362;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2017040311:30:40;0;0.00;;;;0;;;;0;;;76363;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
11D-H3330-11-00;;HINTERER BLINKER KOMPL. 1;;;;0;12.67;27.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;07.09.18;22.85;12.30;1;12.30;07.09.18;  .  .  ;0.00;19.01.19;3;500;1;11D-H3330-11-000;;13496;0;0;;0;0;0;0;1;0;0;0;Q;NC;1;0.00;0.00;0;;;0;05.09.18;1;0.00;V;0.00;N;;J;J;J;;N;N;85689;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2018090517:13:26;0;0.00;;;;0;;;;0;;;85690;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
11D-W0742-00-00;11DW07420000;SCHUTZ SCHEINWERFER;;;;0;52.96;111.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;30.03.15;96.95;46.40;1;46.40;18.02.15;  .  .  ;0.00;19.01.19;3;500;1;11D-W0742-00-000;;10239;0;0;;0;0;0;0;1;0;0;0;BZ;51;1;0.00;0.00;0;;;0;13.02.15;;0.00;V;0.00;N;;J;N;J;;N;N;61311;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2015021809:38:10;0;0.00;;;;0;;;;0;;;61312;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
11D-W0746-00-00;;MOTORSCHUTZ FÜR XT660Z TENE;;;;0;99.93;210.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;30.03.15;182.95;87.37;2;87.37;18.02.15;  .  .  ;0.00;19.01.19;3;500;1;11D-W0746-00-000;;5484;0;0;;0;0;0;0;0;0;0;0;BZ;51;1;0.00;0.00;0;Automatisch aufgenommen;;0;28.03.12;;0.00;V;0.00;N;;J;J;J;;N;N;38013;0.00;JJ0NNNJNN;N;N;N;N;N;J;2015021809:38:11;0;0.00;;;;0;;;;0;;;38014;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
11D-W0748-00-00;11DW07480000;HANDSCHUTZ FÜR XT660Z TENER;;;;0;94.47;198.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;30.03.15;172.95;81.91;1;81.91;18.02.15;  .  .  ;0.00;19.01.19;3;500;1;11D-W0748-00-000;;10240;0;0;;0;0;0;0;1;0;0;0;BZ;51;1;0.00;0.00;0;;;0;13.02.15;;0.00;V;0.00;N;;J;J;J;;N;N;61313;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2015021809:38:11;0;0.00;;;;0;;;;0;;;61314;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
11D-W0748-40-00;;HAND DEFLECTOR BLACK;;;;0;33.29;70.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;30.03.15;60.95;37.39;0;0.00;12.11.11;21.12.15;26.17;19.01.19;3;500;1;11D-W0748-40-000;;4328;0;0;laden;0;0;0;0;0;0;0;1;BZ;51;1;0.00;0.00;0;;;0;08.09.08;;0.00;V;0.00;N;;J;J;J;N;N;N;32267;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
11D-W0790-00-00;11DW07900000;TANKPAD PU;;;;0;18.54;40.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;30.03.15;33.95;16.36;1;16.36;18.02.15;  .  .  ;0.00;19.01.19;3;500;1;11D-W0790-00-000;;10241;0;0;;0;0;0;0;1;0;0;0;BZ;51;1;0.00;0.00;0;;;0;13.02.15;;0.00;V;0.00;N;;J;J;J;;N;N;61315;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2015021809:38:12;0;0.00;;;;0;;;;0;;;61316;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
11H-12251-00-00;;DAEMPFER, KETTE 1;;;;0;16.08;32.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;05.03.96;27.33;6.61;0;0.00;09.08.95;21.12.15;3.90;19.01.19;3;500;1;11H-12251-00-000;;2194;0;0;2586;0;0;0;0;0;0;0;1;C;CP;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;N;J;N;;N;32268;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
11H-12252-00-00;;DAEMPFER, KETTE 2;;;;0;39.96;78.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;05.03.96;67.93;16.19;0;0.00;09.08.95;21.12.15;8.72;19.01.19;3;500;1;11H-12252-00-000;;2193;0;0;2586;0;0;0;0;0;0;0;1;C;CP;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;N;J;N;;N;32269;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
11H-12438-10-00;;DICHTUNG, MECHANISCH;;;;0;23.36;47.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;14.09.12;39.71;15.00;1;15.00;08.09.12;  .  .  ;0.00;19.01.19;3;500;1;11H-12438-10-000;;7011;0;0;;0;0;0;0;0;0;0;0;C;CP;1;0.00;0.00;0;Automatisch aufgenommen;;0;06.09.12;;0.00;V;0.00;N;;J;J;J;;N;N;44335;0.00;JJ0NNNJNN 0;N;N;N;N;N;J;2012090809:04:16;0;0.00;;;;0;;;;0;;;44336;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
11H-13556-11-00;;DICHTUNG, KRUMMER;;;;0;2.70;5.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;  .  .  ;4.59;0.59;0;0.00;  .  .  ;21.12.15;2.02;19.01.19;3;500;1;11H-13556-11-000;;3198;0;0;1033;0;0;0;0;0;0;0;1;C;CP;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;N;J;N;;N;32270;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
11H-14714-01-00;;DICHTUNG, SCHALLDAEMPFER;;;;0;8.44;16.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;06.07.07;13.95;4.52;0;0.00;28.08.97;21.12.15;2.10;19.01.19;3;500;1;11H-14714-01-000;;1189;0;0;1131;0;0;0;0;0;0;0;1;AA;SN;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;N;J;N;;N;32272;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
11H-15451-11-00;;DICHTUNG, KURBELGEHAUSEDECK;;;;0;12.56;24.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;  .  .  ;20.75;8.28;1;8.28;17.04.13;  .  .  ;0.00;19.01.19;3;500;1;11H-15451-11-000;;7776;0;0;;0;0;0;0;0;0;0;0;AA;SN;1;0.00;0.00;0;Automatisch aufgenommen;;0;12.04.13;;0.00;V;0.00;N;;J;J;J;;N;N;47864;0.00;JJ0NNNJNN 0;N;N;N;N;N;J;2013041710:08:05;0;0.00;;;;0;;;;0;;;47865;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
11H-15580-00-00;;ANLASSERKUPPLUNG, AUSSEN;;;;0;158.38;310.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;01.08.18;269.25;153.74;1;153.74;31.07.18;  .  .  ;0.00;19.01.19;3;500;1;11H-15580-00-000;;13392;0;0;;0;0;0;0;1;0;0;0;C;CP;1;0.00;0.00;0;;;0;27.07.18;1;0.00;V;0.00;N;;J;J;J;;N;N;84777;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2018072710:44:56;0;0.00;;;;0;;;;0;;;84778;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
